trade_id,trade_timestamp,trade_date,settlement_date,stock_key,issuer_key,industry_key,sector_key,exchange_key,currency_key,account_key,trader_key,broker_key,buy_sell_flag,execution_venue,order_type,quantity,price_local,gross_amount_local,commission_local,net_amount_local,fx_to_usd,gross_amount_usd,commission_usd,net_amount_usd
T202409090240008790,2024-09-09 20:02:45,2024-09-09,2024-09-11,240,64,12,3,10,7,3,58,9,S,Algo,Limit,2000,154.7843,309568.6,108.5,309460.1,0.096521,29879.87,10.47,29869.4
T202409030346008791,2024-09-03 19:18:57,2024-09-03,2024-09-05,346,152,24,7,10,7,9,13,8,B,DMA,Market,200,15.3529,3070.58,0.17,-3070.75,0.094556,290.34,0.02,-290.36
T202508180008008792,2025-08-18 09:26:47,2025-08-18,2025-08-20,8,147,2,1,3,2,4,27,8,B,Algo,Limit,1000,25.8571,25857.1,2.58,-25859.68,1.274499,32954.85,3.29,-32958.14
T202409040022008793,2024-09-04 20:25:34,2024-09-04,2024-09-08,22,192,19,5,7,5,17,4,3,B,Algo,Arrival,1000,109.3031,109303.1,5.47,-109308.57,0.747224,81673.9,4.09,-81677.99
T202503280318008794,2025-03-28 02:24:18,2025-03-28,2025-03-31,318,48,1,1,3,2,18,21,9,B,DMA,Limit,500,81.5058,40752.9,13.34,-40766.24,1.30648,53242.85,17.43,-53260.28
T202410250194008795,2024-10-25 02:05:04,2024-10-25,2024-10-27,194,51,34,10,9,3,6,40,12,S,DMA,Limit,200,43.6556,8731.12,0.87,8730.25,1.098445,9590.66,0.96,9589.7
T202409170236008796,2024-09-17 21:54:01,2024-09-17,2024-09-20,236,163,19,5,7,5,11,17,3,S,Algo,Limit,300,18.9171,5675.13,1.5,5673.63,0.731168,4149.47,1.1,4148.38
T202511010258008797,2025-11-01 04:57:16,2025-11-01,2025-11-04,258,12,11,3,4,3,25,44,1,S,Algo,Market,2000,18.2222,36444.4,3.75,36440.65,1.090055,39726.4,4.09,39722.31
T202507260319008798,2025-07-26 21:22:13,2025-07-26,2025-07-28,319,184,38,11,6,4,9,10,1,S,Algo,VWAP,5000,49.8919,249459.5,35.58,249423.92,0.00684,1706.3,0.24,1706.06
T202512210241008799,2025-12-21 10:33:32,2025-12-21,2025-12-24,241,25,4,1,4,3,22,26,8,B,Algo,Arrival,200,131.3218,26264.36,6.52,-26270.88,1.088971,28601.13,7.1,-28608.23
T202512040031008800,2025-12-04 12:22:09,2025-12-04,2025-12-07,31,298,8,2,5,3,2,39,3,S,Voice,Limit,150000,124.8206,18723090.0,936.15,18722153.85,1.092152,20448460.19,1022.42,20447437.77
T202502260223008801,2025-02-26 12:12:19,2025-02-26,2025-02-28,223,19,28,8,8,6,15,21,1,S,Cross,Limit,300,28.8758,8662.74,3.26,8659.48,1.114903,9658.11,3.63,9654.48
T202504080209008802,2025-04-08 14:56:53,2025-04-08,2025-04-11,209,67,36,10,8,6,29,13,3,S,Algo,Limit,200,181.3413,36268.26,11.12,36257.14,1.117157,40517.34,12.42,40504.92
T202507030031008803,2025-07-03 15:17:58,2025-07-03,2025-07-07,31,298,8,2,5,3,12,2,1,B,Cross,Limit,200000,120.1354,24027080.0,6480.09,-24033560.09,1.097575,26371522.33,7112.38,-26378634.72
T202502070120008804,2025-02-07 09:48:51,2025-02-07,2025-02-09,120,256,30,8,5,3,31,32,11,B,Algo,Limit,10000,41.8021,418021.0,65.83,-418086.83,1.125831,470621.0,74.11,-470695.11
T202506060384008805,2025-06-06 04:36:42,2025-06-06,2025-06-09,384,305,32,9,11,8,13,33,4,B,Algo,Arrival,1500,85.2225,127833.75,12.73,-127846.48,0.661479,84559.34,8.42,-84567.76
T202505270125008806,2025-05-27 22:59:45,2025-05-27,2025-05-31,125,250,25,7,9,3,5,42,5,B,Cross,Market,8000,55.4871,443896.8,129.24,-444026.04,1.089847,483779.6,140.85,-483920.45
T202503290111008807,2025-03-29 14:47:23,2025-03-29,2025-04-02,111,44,4,1,6,4,23,48,9,S,DMA,Market,100,40.7576,4075.76,0.66,4075.1,0.006817,27.78,0.0,27.78
T202502220118008808,2025-02-22 09:39:59,2025-02-22,2025-02-25,118,125,37,11,2,1,31,17,2,S,Algo,Limit,1000,5.4477,5447.7,2.23,5445.47,1.0,5447.7,2.23,5445.47
T202408040221008809,2024-08-04 16:55:19,2024-08-04,2024-08-06,221,178,12,3,9,3,40,3,10,B,Voice,Arrival,2000,164.5421,329084.2,43.93,-329128.13,1.100595,362188.43,48.35,-362236.77
T202411030216008810,2024-11-03 16:01:39,2024-11-03,2024-11-05,216,109,28,8,6,4,23,32,6,S,DMA,Limit,200,19.4948,3898.96,0.85,3898.11,0.006493,25.32,0.01,25.31
T202501210322008811,2025-01-21 16:34:24,2025-01-21,2025-01-24,322,231,27,7,7,5,25,14,2,S,DMA,Limit,10000,64.2308,642308.0,159.3,642148.7,0.759612,487904.86,121.01,487783.86
T202411180126008812,2024-11-18 19:24:36,2024-11-18,2024-11-22,126,76,24,7,9,3,36,41,5,S,Algo,Market,100,29.0569,2905.69,1.19,2904.5,1.107851,3219.07,1.32,3217.75
T202501060121008813,2025-01-06 23:15:18,2025-01-06,2025-01-09,121,207,39,11,5,3,10,32,3,B,DMA,VWAP,1000,92.0659,92065.9,22.79,-92088.69,1.063793,97939.06,24.24,-97963.3
T202408020355008814,2024-08-02 14:24:06,2024-08-02,2024-08-05,355,120,39,11,9,3,4,16,12,B,Algo,Market,500,18.6425,9321.25,1.39,-9322.64,1.033132,9630.08,1.44,-9631.52
T202411070347008815,2024-11-07 23:28:56,2024-11-07,2024-11-10,347,129,9,3,4,3,25,40,3,S,Voice,Limit,100,49.7148,4971.48,0.74,4970.74,1.113442,5535.45,0.82,5534.63
T202403180398008816,2024-03-18 14:59:22,2024-03-18,2024-03-20,398,313,28,8,6,4,5,7,3,S,DMA,TWAP,200,154.215,30843.0,7.25,30835.75,0.006673,205.82,0.05,205.77
T202405220198008817,2024-05-22 12:15:04,2024-05-22,2024-05-26,198,296,20,6,4,3,36,17,12,B,Algo,VWAP,2000,17.8363,35672.6,8.89,-35681.49,1.130407,40324.56,10.05,-40334.61
T202505120002008818,2025-05-12 11:00:07,2025-05-12,2025-05-15,2,108,5,2,11,8,27,57,6,B,Algo,Limit,800,73.93,59144.0,31.82,-59175.82,0.660722,39077.74,21.02,-39098.77
T202410270132008819,2024-10-27 04:21:50,2024-10-27,2024-10-29,132,78,17,5,9,3,1,1,11,B,Algo,TWAP,200000,162.333,32466600.0,7773.34,-32474373.34,1.083991,35193502.2,8426.23,-35201928.43
T202405280244008820,2024-05-28 13:30:06,2024-05-28,2024-05-30,244,298,8,2,5,3,36,47,11,B,Algo,Limit,1000,76.1812,76181.2,3.81,-76185.01,1.110606,84607.3,4.23,-84611.53
T202507130322008821,2025-07-13 08:21:00,2025-07-13,2025-07-16,322,231,27,7,7,5,12,50,11,B,Voice,VWAP,2000,64.4263,128852.6,24.34,-128876.94,0.726823,93653.03,17.69,-93670.72
T202404180241008822,2024-04-18 14:04:14,2024-04-18,2024-04-20,241,25,4,1,4,3,14,23,6,B,Algo,Market,500,132.6949,66347.45,8.22,-66355.67,1.076225,71404.78,8.85,-71413.63
T202503260186008823,2025-03-26 08:06:56,2025-03-26,2025-03-30,186,248,35,10,9,3,13,29,4,S,Algo,Market,500,124.8449,62422.45,3.12,62419.33,1.106938,69097.78,3.45,69094.33
T202411060238008824,2024-11-06 02:30:14,2024-11-06,2024-11-10,238,311,34,10,4,3,8,58,12,B,DMA,Limit,2000,217.3466,434693.2,34.71,-434727.91,1.094334,475699.55,37.98,-475737.53
T202404030114008825,2024-04-03 20:43:36,2024-04-03,2024-04-05,114,309,5,2,6,4,27,10,10,S,Algo,TWAP,5000,14.6836,73418.0,12.17,73405.83,0.006759,496.23,0.08,496.15
T202409230380008826,2024-09-23 07:03:30,2024-09-23,2024-09-27,380,79,9,3,9,3,8,20,9,B,Algo,Market,20000,113.4854,2269708.0,113.49,-2269821.49,1.097148,2490205.59,124.52,-2490330.11
T202511150191008827,2025-11-15 05:21:52,2025-11-15,2025-11-19,191,62,12,3,3,2,15,21,11,B,Voice,VWAP,10000,95.0737,950737.0,76.29,-950813.29,1.285479,1222152.45,98.07,-1222250.52
T202509190181008828,2025-09-19 06:16:40,2025-09-19,2025-09-22,181,318,19,5,3,2,13,36,8,S,Algo,Limit,1000,42.5695,42569.5,13.2,42556.3,1.260099,53641.78,16.63,53625.15
T202504080210008829,2025-04-08 14:58:31,2025-04-08,2025-04-11,210,315,20,6,3,2,14,58,1,B,Algo,TWAP,2000,144.7049,289409.8,41.56,-289451.36,1.29164,373813.27,53.68,-373866.95
T202411080252008830,2024-11-08 07:48:45,2024-11-08,2024-11-10,252,1,31,9,9,3,8,13,7,B,DMA,Market,80000,64.7788,5182304.0,699.46,-5183003.46,1.094151,5670223.1,765.31,-5670988.42
T202412060270008831,2024-12-06 20:36:07,2024-12-06,2024-12-10,270,277,3,1,4,3,13,6,9,S,Algo,Market,800,47.3541,37883.28,2.26,37881.02,1.118064,42355.93,2.53,42353.4
T202502040255008832,2025-02-04 07:01:55,2025-02-04,2025-02-07,255,246,1,1,11,8,35,58,10,S,Algo,Limit,10000,22.5757,225757.0,47.75,225709.25,0.702069,158496.99,33.52,158463.47
T202511250164008833,2025-11-25 07:46:12,2025-11-25,2025-11-28,164,292,3,1,6,4,10,49,11,S,Voice,Market,200,45.7052,9141.04,4.08,9136.96,0.006889,62.97,0.03,62.94
T202503230001008834,2025-03-23 18:30:49,2025-03-23,2025-03-26,1,226,29,8,1,1,32,60,11,B,DMA,TWAP,5000,24.7172,123586.0,44.46,-123630.46,1.0,123586.0,44.46,-123630.46
T202508060181008835,2025-08-06 08:05:08,2025-08-06,2025-08-09,181,318,19,5,3,2,25,2,3,S,DMA,Limit,3000,33.5371,100611.3,5.03,100606.27,1.309448,131745.27,6.59,131738.68
T202403120287008836,2024-03-12 02:05:31,2024-03-12,2024-03-14,287,312,33,9,7,5,11,22,6,S,Algo,Limit,1000,111.9609,111960.9,19.08,111941.82,0.728875,81605.5,13.91,81591.59
T202505100252008837,2025-05-10 01:10:27,2025-05-10,2025-05-14,252,1,31,9,9,3,32,60,12,S,Algo,Limit,20000,50.4551,1009102.0,127.37,1008974.63,1.098242,1108238.2,139.88,1108098.32
T202404240069008838,2024-04-24 14:03:22,2024-04-24,2024-04-28,69,193,6,2,5,3,33,16,3,S,Cross,Limit,500,21.4,10700.0,1.77,10698.23,1.084135,11600.24,1.92,11598.33
T202508250189008839,2025-08-25 19:04:08,2025-08-25,2025-08-27,189,260,25,7,6,4,37,10,1,B,DMA,Limit,500,16.0433,8021.65,2.16,-8023.81,0.006773,54.33,0.01,-54.35
T202502130146008840,2025-02-13 17:56:02,2025-02-13,2025-02-16,146,98,35,10,2,1,2,9,4,S,Voice,Market,800,67.4359,53948.72,13.82,53934.9,1.0,53948.72,13.82,53934.9
T202510130359008841,2025-10-13 15:48:20,2025-10-13,2025-10-17,359,290,17,5,5,3,34,8,10,S,Algo,Limit,2000,153.982,307964.0,63.88,307900.12,1.115543,343547.08,71.26,343475.82
T202401080209008842,2024-01-08 10:42:53,2024-01-08,2024-01-10,209,67,36,10,8,6,15,25,12,S,Algo,Arrival,300,194.8165,58444.95,15.42,58429.53,1.158424,67704.03,17.86,67686.17
T202403040209008843,2024-03-04 22:14:28,2024-03-04,2024-03-06,209,67,36,10,8,6,15,41,10,S,DMA,VWAP,300,200.5857,60175.71,22.49,60153.22,1.097402,66036.94,24.68,66012.26
T202505070260008844,2025-05-07 20:29:55,2025-05-07,2025-05-11,260,91,13,4,9,3,38,47,5,B,Algo,Market,3000,79.4818,238445.4,135.3,-238580.7,1.092794,260571.7,147.86,-260719.56
T202406050042008845,2024-06-05 12:12:24,2024-06-05,2024-06-08,42,223,2,1,6,4,12,3,9,S,Algo,Market,8000,40.2378,321902.4,97.5,321804.9,0.006625,2132.6,0.65,2131.96
T202402270306008846,2024-02-27 07:47:57,2024-02-27,2024-03-01,306,318,19,5,3,2,22,50,10,S,Cross,Arrival,5000,150.0783,750391.5,52.53,750338.97,1.284132,963601.74,67.46,963534.28
T202407240253008847,2024-07-24 15:38:04,2024-07-24,2024-07-26,253,223,2,1,6,4,13,41,7,S,DMA,VWAP,1000,120.7857,120785.7,13.56,120772.14,0.006662,804.67,0.09,804.58
T202407110378008848,2024-07-11 07:38:17,2024-07-11,2024-07-15,378,145,1,1,9,3,36,4,2,B,Algo,Limit,300,66.9077,20072.31,4.83,-20077.14,1.107652,22233.13,5.35,-22238.48
T202503190212008849,2025-03-19 08:55:21,2025-03-19,2025-03-22,212,259,21,6,8,6,38,24,6,S,Voice,Market,5000,14.9029,74514.5,20.01,74494.49,1.136751,84704.43,22.75,84681.69
T202502100134008850,2025-02-10 13:26:54,2025-02-10,2025-02-12,134,118,18,5,10,7,14,37,8,S,Cross,Arrival,100000,80.9457,8094570.0,1165.88,8093404.12,0.093594,757603.18,109.12,757494.07
T202408170376008851,2024-08-17 16:22:47,2024-08-17,2024-08-19,376,106,8,2,2,1,20,22,3,B,Algo,Arrival,20000,151.9413,3038826.0,660.78,-3039486.78,1.0,3038826.0,660.78,-3039486.78
T202405050095008852,2024-05-05 03:20:10,2024-05-05,2024-05-09,95,109,28,8,6,4,5,28,1,B,DMA,Market,100,47.2192,4721.92,2.36,-4724.28,0.007121,33.62,0.02,-33.64
T202409300065008853,2024-09-30 21:29:24,2024-09-30,2024-10-02,65,128,20,6,8,6,14,41,5,S,DMA,Limit,30000,58.0755,1742265.0,426.25,1741838.75,1.086554,1893065.0,463.14,1892601.86
T202405280153008854,2024-05-28 16:28:00,2024-05-28,2024-05-30,153,222,4,1,9,3,34,19,7,S,Voice,Limit,500,78.3156,39157.8,6.0,39151.8,1.108366,43401.17,6.65,43394.52
T202508160129008855,2025-08-16 00:29:59,2025-08-16,2025-08-18,129,40,32,9,11,8,23,45,6,B,Algo,VWAP,100,15.0172,1501.72,0.14,-1501.86,0.648181,973.39,0.09,-973.48
T202510110373008856,2025-10-11 23:38:01,2025-10-11,2025-10-15,373,55,32,9,7,5,25,6,8,B,DMA,Arrival,300,89.4306,26829.18,10.09,-26839.27,0.740609,19869.93,7.47,-19877.4
T202507190318008857,2025-07-19 11:32:04,2025-07-19,2025-07-23,318,48,1,1,3,2,35,50,7,B,Algo,Arrival,1000,86.8108,86810.8,29.04,-86839.84,1.289862,111973.95,37.46,-112011.41
T202403270368008858,2024-03-27 02:28:47,2024-03-27,2024-03-30,368,217,10,3,8,6,19,49,12,B,Voice,Market,2000,29.5716,59143.2,4.55,-59147.75,1.100931,65112.58,5.01,-65117.59
T202406120077008859,2024-06-12 19:51:36,2024-06-12,2024-06-15,77,84,29,8,8,6,3,16,1,B,DMA,Market,200,87.3768,17475.36,4.83,-17480.19,1.152145,20134.15,5.56,-20139.71
T202509200145008860,2025-09-20 08:58:05,2025-09-20,2025-09-24,145,64,12,3,10,7,39,24,1,S,Cross,Limit,5000,145.3568,726784.0,102.92,726681.08,0.092635,67325.64,9.53,67316.1
T202508040045008861,2025-08-04 16:25:00,2025-08-04,2025-08-07,45,89,6,2,4,3,33,29,4,S,Algo,Limit,300,53.2289,15968.67,6.7,15961.97,1.1038,17626.22,7.4,17618.82
T202506030126008862,2025-06-03 15:12:20,2025-06-03,2025-06-05,126,76,24,7,9,3,2,53,1,S,Algo,Arrival,500,35.4152,17707.6,4.82,17702.78,1.068327,18917.51,5.15,18912.36
T202406100307008863,2024-06-10 22:13:50,2024-06-10,2024-06-12,307,110,5,2,10,7,8,53,6,S,DMA,Limit,3000,88.146,264438.0,74.34,264363.66,0.097543,25794.08,7.25,25786.82
T202412190094008864,2024-12-19 22:23:06,2024-12-19,2024-12-22,94,136,2,1,7,5,9,11,8,S,Algo,Limit,1500,124.4676,186701.4,37.83,186663.57,0.743933,138893.33,28.14,138865.19
T202406030027008865,2024-06-03 11:40:04,2024-06-03,2024-06-06,27,159,5,2,7,5,13,44,5,B,Cross,Market,500,162.1929,81096.45,14.38,-81110.83,0.737673,59822.66,10.61,-59833.27
T202510280283008866,2025-10-28 04:11:13,2025-10-28,2025-10-31,283,93,1,1,7,5,4,53,5,B,Cross,Limit,500,108.6045,54302.25,12.49,-54314.74,0.745758,40496.34,9.31,-40505.65
T202504010320008867,2025-04-01 14:54:41,2025-04-01,2025-04-05,320,261,31,9,7,5,23,5,10,B,Algo,Limit,10000,23.0222,230222.0,56.09,-230278.09,0.746165,171783.6,41.85,-171825.45
T202403240191008868,2024-03-24 13:38:38,2024-03-24,2024-03-28,191,62,12,3,3,2,26,23,6,B,DMA,Arrival,5000,79.3683,396841.5,34.6,-396876.1,1.208185,479457.95,41.8,-479499.75
T202405210008008869,2024-05-21 16:40:10,2024-05-21,2024-05-24,8,147,2,1,3,2,8,23,11,S,Algo,Limit,500,27.5263,13763.15,2.05,13761.1,1.244951,17134.45,2.55,17131.9
T202512300308008870,2025-12-30 18:22:50,2025-12-30,2026-01-01,308,67,36,10,8,6,33,10,11,B,Voice,VWAP,5000,21.9118,109559.0,14.53,-109573.53,1.092875,119734.29,15.88,-119750.17
T202412150249008871,2024-12-15 15:22:26,2024-12-15,2024-12-18,249,250,25,7,9,3,30,55,4,B,DMA,Market,150000,235.3074,35296110.0,10216.22,-35306326.22,1.045335,36896259.15,10679.37,-36906938.52
T202507080078008872,2025-07-08 20:26:30,2025-07-08,2025-07-12,78,236,2,1,6,4,7,17,5,B,Algo,Market,800,68.2697,54615.76,23.26,-54639.02,0.006621,361.61,0.15,-361.76
T202505230320008873,2025-05-23 15:03:09,2025-05-23,2025-05-25,320,261,31,9,7,5,27,9,12,B,Voice,Limit,30000,22.2759,668277.0,110.59,-668387.59,0.729416,487451.94,80.67,-487532.6
T202403180226008874,2024-03-18 13:05:59,2024-03-18,2024-03-21,226,58,27,7,10,7,16,12,4,B,Algo,Limit,1000,29.3794,29379.4,8.37,-29387.77,0.094827,2785.96,0.79,-2786.75
T202408150278008875,2024-08-15 21:39:10,2024-08-15,2024-08-17,278,290,17,5,5,3,29,28,8,B,Voice,Arrival,200,78.1982,15639.64,5.66,-15645.3,1.083372,16943.55,6.13,-16949.68
T202412040213008876,2024-12-04 12:25:18,2024-12-04,2024-12-08,213,90,16,4,9,3,24,47,4,B,Algo,Arrival,3000,43.6883,131064.9,35.89,-131100.79,1.12787,147824.17,40.48,-147864.65
T202501300221008877,2025-01-30 13:27:11,2025-01-30,2025-02-03,221,178,12,3,9,3,27,33,3,B,DMA,TWAP,100,152.7553,15275.53,2.48,-15278.01,1.12121,17127.08,2.78,-17129.86
T202402210197008878,2024-02-21 18:15:17,2024-02-21,2024-02-23,197,40,32,9,11,8,23,13,3,S,Voice,Market,200000,56.7158,11343160.0,3303.18,11339856.82,0.664661,7539356.07,2195.49,7537160.57
T202409110124008879,2024-09-11 11:16:38,2024-09-11,2024-09-15,124,22,3,1,10,7,21,26,5,S,Algo,Limit,800,173.2285,138582.8,27.33,138555.47,0.096308,13346.63,2.63,13344.0
T202405170331008880,2024-05-17 15:51:45,2024-05-17,2024-05-20,331,280,18,5,11,8,38,39,7,B,Algo,Limit,3000,57.2616,171784.8,82.84,-171867.64,0.663034,113899.16,54.93,-113954.09
T202510160148008881,2025-10-16 03:14:07,2025-10-16,2025-10-19,148,285,38,11,4,3,6,20,2,S,Algo,VWAP,10000,58.3462,583462.0,37.05,583424.95,1.072069,625511.52,39.72,625471.8
T202406210378008882,2024-06-21 08:02:18,2024-06-21,2024-06-23,378,145,1,1,9,3,3,59,6,B,DMA,Market,800,66.0005,52800.4,11.07,-52811.47,1.102932,58235.25,12.21,-58247.46
T202512120235008883,2025-12-12 13:41:33,2025-12-12,2025-12-16,235,13,13,4,5,3,20,47,7,S,DMA,Limit,800,53.4099,42727.92,8.44,42719.48,1.035995,44265.91,8.74,44257.17
T202401040088008884,2024-01-04 23:04:44,2024-01-04,2024-01-08,88,209,35,10,7,5,39,55,1,S,Voice,TWAP,200,31.6592,6331.84,2.08,6329.76,0.746781,4728.5,1.55,4726.94
T202509140016008885,2025-09-14 05:12:50,2025-09-14,2025-09-17,16,309,5,2,6,4,3,18,11,B,Algo,Limit,30000,84.141,2524230.0,940.38,-2525170.38,0.006814,17200.1,6.41,-17206.51
T202505130368008886,2025-05-13 13:16:34,2025-05-13,2025-05-17,368,217,10,3,8,6,26,35,8,S,Voice,Limit,5000,29.177,145885.0,42.29,145842.71,1.155863,168623.07,48.88,168574.19
T202412140022008887,2024-12-14 19:25:54,2024-12-14,2024-12-16,22,192,19,5,7,5,27,12,12,B,Cross,TWAP,200,113.3033,22660.66,2.47,-22663.13,0.72317,16387.51,1.79,-16389.3
T202410170239008888,2024-10-17 05:46:05,2024-10-17,2024-10-21,239,226,29,8,2,1,29,41,12,B,Cross,TWAP,10000,39.4245,394245.0,55.14,-394300.14,1.0,394245.0,55.14,-394300.14
T202509170022008889,2025-09-17 14:20:08,2025-09-17,2025-09-20,22,192,19,5,7,5,38,34,8,S,DMA,Limit,100,101.2125,10121.25,4.06,10117.19,0.721713,7304.64,2.93,7301.71
T202505030197008890,2025-05-03 17:37:30,2025-05-03,2025-05-07,197,40,32,9,11,8,14,43,8,B,DMA,Arrival,30000,60.4009,1812027.0,579.32,-1812606.32,0.670412,1214804.65,388.38,-1215193.03
T202509290398008891,2025-09-29 04:22:51,2025-09-29,2025-10-03,398,313,28,8,6,4,3,19,7,S,DMA,Limit,300,155.1457,46543.71,9.56,46534.15,0.006841,318.41,0.07,318.34
T202407230371008892,2024-07-23 17:55:04,2024-07-23,2024-07-26,371,274,1,1,3,2,28,37,1,B,DMA,Limit,2000,22.8471,45694.2,17.46,-45711.66,1.248358,57042.72,21.8,-57064.52
T202501170216008893,2025-01-17 11:15:34,2025-01-17,2025-01-21,216,109,28,8,6,4,13,12,8,S,Voice,Arrival,200,17.0699,3413.98,1.26,3412.72,0.006756,23.06,0.01,23.06
T202510190269008894,2025-10-19 15:01:52,2025-10-19,2025-10-21,269,257,29,8,8,6,27,60,2,B,DMA,Limit,1000,78.1242,78124.2,3.91,-78128.11,1.097339,85728.73,4.29,-85733.02
T202408280313008895,2024-08-28 01:06:15,2024-08-28,2024-08-30,313,213,35,10,4,3,6,43,2,B,Voice,Limit,1500,240.0668,360100.2,18.01,-360118.21,1.092932,393565.03,19.68,-393584.72
T202407050207008896,2024-07-05 16:58:31,2024-07-05,2024-07-09,207,37,37,11,3,2,16,14,2,S,DMA,Limit,8000,64.9601,519680.8,147.86,519532.94,1.327187,689713.6,196.24,689517.36
T202501110191008897,2025-01-11 08:39:26,2025-01-11,2025-01-13,191,62,12,3,3,2,27,29,9,B,Algo,Market,10000,79.0095,790095.0,282.98,-790377.98,1.28809,1017713.47,364.5,-1018077.97
T202510140066008898,2025-10-14 10:04:01,2025-10-14,2025-10-18,66,212,26,7,4,3,1,2,8,S,DMA,Market,5000,298.6832,1493416.0,273.13,1493142.87,1.066762,1593119.44,291.36,1592828.07
T202503210260008899,2025-03-21 20:11:38,2025-03-21,2025-03-23,260,91,13,4,9,3,15,38,8,S,DMA,Arrival,3000,77.2541,231762.3,122.46,231639.84,1.118679,259267.62,136.99,259130.62
T202504200044008900,2025-04-20 00:45:14,2025-04-20,2025-04-22,44,295,30,8,5,3,38,52,6,S,Algo,TWAP,100,66.4775,6647.75,0.85,6646.9,1.148996,7638.24,0.98,7637.26
T202506260319008901,2025-06-26 04:17:26,2025-06-26,2025-06-30,319,184,38,11,6,4,33,47,7,B,DMA,Arrival,10000,45.338,453380.0,52.06,-453432.06,0.00671,3042.18,0.35,-3042.53
T202501200075008902,2025-01-20 08:50:44,2025-01-20,2025-01-23,75,36,11,3,5,3,4,13,10,S,Algo,Market,200,41.5045,8300.9,1.95,8298.95,1.084731,9004.24,2.12,9002.13
T202506070326008903,2025-06-07 05:18:38,2025-06-07,2025-06-11,326,317,22,6,3,2,27,16,4,B,Algo,Market,20000,61.7619,1235238.0,278.88,-1235516.88,1.241591,1533660.38,346.25,-1534006.64
T202507110347008904,2025-07-11 23:17:37,2025-07-11,2025-07-14,347,129,9,3,4,3,33,1,4,B,Algo,Limit,200,49.6152,9923.04,2.3,-9925.34,1.083245,10749.08,2.49,-10751.57
T202505150253008905,2025-05-15 05:03:23,2025-05-15,2025-05-18,253,223,2,1,6,4,16,16,3,S,DMA,Limit,500,109.2423,54621.15,22.59,54598.56,0.006807,371.81,0.15,371.65
T202403140298008906,2024-03-14 18:11:46,2024-03-14,2024-03-18,298,302,22,6,4,3,40,37,4,B,Algo,Limit,15000,183.3514,2750271.0,596.34,-2750867.34,1.110925,3055344.81,662.49,-3056007.3
T202403050320008907,2024-03-05 11:18:04,2024-03-05,2024-03-09,320,261,31,9,7,5,15,60,11,B,DMA,Limit,50000,21.038,1051900.0,131.82,-1052031.82,0.744475,783113.25,98.14,-783211.39
T202502040138008908,2025-02-04 13:47:44,2025-02-04,2025-02-08,138,302,22,6,4,3,6,52,12,S,Algo,Arrival,20000,129.7346,2594692.0,446.23,2594245.77,1.087549,2821854.69,485.3,2821369.39
T202411150126008909,2024-11-15 07:50:06,2024-11-15,2024-11-17,126,76,24,7,9,3,35,20,7,B,Algo,Market,200,28.5146,5702.92,1.1,-5704.02,1.063603,6065.64,1.17,-6066.81
T202506020139008910,2025-06-02 03:07:30,2025-06-02,2025-06-05,139,274,1,1,3,2,16,60,7,B,Voice,VWAP,300,148.6682,44600.46,13.87,-44614.33,1.273149,56783.03,17.66,-56800.69
T202402120400008911,2024-02-12 02:32:49,2024-02-12,2024-02-16,400,192,19,5,7,5,40,16,7,B,Algo,Limit,1000,122.6925,122692.5,13.46,-122705.96,0.741459,90971.46,9.98,-90981.44
T202505180199008912,2025-05-18 14:38:05,2025-05-18,2025-05-20,199,200,33,9,8,6,14,10,12,S,Cross,Market,100,67.4836,6748.36,3.37,6744.99,1.087626,7339.69,3.67,7336.03
T202507100089008913,2025-07-10 09:56:11,2025-07-10,2025-07-12,89,4,18,5,8,6,34,28,8,B,DMA,Limit,3000,162.9545,488863.5,127.85,-488991.35,1.098677,537103.08,140.47,-537243.55
T202509180305008914,2025-09-18 10:09:22,2025-09-18,2025-09-21,305,219,32,9,10,7,33,6,7,B,Algo,Limit,5000,13.7063,68531.5,27.0,-68558.5,0.092642,6348.9,2.5,-6351.4
T202409180162008915,2024-09-18 18:40:09,2024-09-18,2024-09-20,162,194,13,4,11,8,19,52,6,B,Algo,Market,1000,93.3604,93360.4,4.67,-93365.07,0.66983,62535.6,3.13,-62538.72
T202507250312008916,2025-07-25 12:12:11,2025-07-25,2025-07-28,312,198,28,8,11,8,30,11,1,S,Algo,Limit,200,183.9289,36785.78,14.31,36771.47,0.644626,23713.07,9.22,23703.85
T202508200065008917,2025-08-20 14:46:16,2025-08-20,2025-08-24,65,128,20,6,8,6,19,44,8,S,DMA,Limit,10000,55.5604,555604.0,155.21,555448.79,1.112478,618097.23,172.67,617924.56
T202406260261008918,2024-06-26 12:23:45,2024-06-26,2024-06-30,261,69,26,7,4,3,15,32,2,S,Algo,Market,1000,75.9863,75986.3,9.74,75976.56,1.067709,81131.26,10.4,81120.86
T202510080307008919,2025-10-08 11:30:46,2025-10-08,2025-10-11,307,110,5,2,10,7,13,53,3,B,Algo,Limit,5000,96.444,482220.0,146.36,-482366.36,0.097466,47000.05,14.27,-47014.32
T202404020100008920,2024-04-02 09:54:33,2024-04-02,2024-04-04,100,44,4,1,6,4,24,36,9,B,DMA,Limit,10000,55.2184,552184.0,28.27,-552212.27,0.006867,3791.85,0.19,-3792.04
